session_id,target
1,5.3327057674565454e-05
2,1.3444967075521215e-07
3,8.241637968689603e-09
4,3.4735065408129937e-10
5,2.428893017373006e-05
6,5.16647564905829e-06
7,0.0005752316313569234
8,0.00018989622785184983
9,1.6127101030872894e-05
10,0.0011499012527127013
11,1.1183467933015748e-05
12,1.5486007328740004e-06
13,1.0560975543724057e-05
14,0.01156560903723138
15,9.445847029139086e-05
16,0.00011655834583188761
17,0.017572456928782846
18,6.216101966912764e-07
19,0.0004602098231526959
20,1.0157034932528818e-07
21,0.027546140666359912
22,3.2491628129665744e-07
23,2.267415168413619e-05
24,0.0017274716696164948
25,0.07266557459709519
26,7.185753867295774e-09
27,1.0054320831535965e-05
28,3.148253814355871e-09
29,0.015070682934336149
30,0.0002206457748726596
31,0.022439494044710892
32,0.012467074469239841
33,1.2676107829968159e-05
34,1.4568396363922873e-07
35,0.017128934238806237
36,0.00026306391313517144
37,4.2335720058446925e-11
38,9.011816205784361e-08
39,4.838868953420982e-05
40,7.809706588480623e-07
41,0.0002946469588901411
42,0.007320568787873104
43,2.9514175047851845e-06
44,1.0316068961697009e-05
45,0.2973458880388194
46,2.1696665714536905e-05
47,9.145812926253159e-05
48,8.126940488759936e-06
49,1.7984880173396348e-05
50,1.1337718616079069e-07
51,5.87179425482317e-10
52,4.70435864819803e-06
53,0.019763910975072845
54,0.00012019309103097272
55,7.153014095474113e-06
56,0.006139885405895669
57,1.4367601557212899e-08
58,2.5249853112527536e-07
59,1.9186639351468904e-06
60,1.7036406685846774e-07
61,1.4235771730183062e-07
62,3.17354498609829e-05
63,5.753004090049217e-07
64,1.590466186808997e-05
65,8.765030274913026e-07
66,3.924617671364605e-07
67,8.352162444915613e-06
68,0.0002932604627361751
69,0.0440496792614176
70,3.3001523513511784e-06
71,0.00034934950528105755
72,0.00010792133443732304
73,0.14129074289650173
74,7.653099080292882e-06
75,2.6402610293040722e-05
76,0.00037391399766387157
77,0.00020214756828323507
78,0.0021750808101912485
79,4.6113531240606325e-06
80,1.06374058349832e-06
81,3.7357075354357636e-07
82,0.00014778965105694282
83,2.4302780986016076e-09
84,0.5804245565103663
85,9.655362712007158e-06
86,3.9484045751443087e-07
87,0.002026362649108863
88,0.0002205530993992949
89,0.0003950005171093093
90,0.030983345895154422
91,2.9540912106524126e-06
92,3.658243850190547e-07
93,0.033861341352642585
94,2.2797531034344887e-05
95,0.0942053722686804
96,1.5729504511310763e-07
97,0.0001212918533486317
98,1.1925047263501475e-06
99,5.345071793956727e-07
100,3.363378166954777e-05
101,5.862248934379035e-06
102,0.11847156902341345
103,2.3717750459830597e-05
104,2.9070789496454138e-05
105,7.06388802831937e-06
106,3.6785076980195277e-06
107,0.0027094539142702174
108,1.6167449249736627e-05
109,1.5264695937209762e-07
110,1.174469501929541e-06
111,6.461153378407495e-05
112,2.1347954628120255e-09
113,0.0002220950153302245
114,5.072548477965601e-08
115,8.357891235567237e-07
116,8.533758512842418e-06
117,2.7398067053777716e-05
118,0.0017511117799171663
119,0.00015721342152666602
120,0.00016210472401794002
121,1.2729537793360327e-06
122,1.815501102996288e-06
123,4.9014398668531966e-06
124,2.271007483247852e-05
125,0.001411360797817286
126,1.5057436080695875e-07
127,2.2638191419831416e-09
128,4.079897986648386e-06
129,0.0019305101266977366
130,0.0026272537560281996
131,0.00010859888690485477
132,0.0006819447243511297
133,0.0011194708590086277
134,5.558991897079045e-07
135,4.920062053471029e-08
136,3.396486435345169e-05
137,4.543154518353701e-06
138,0.0016857163025297734
139,4.2601564490420865e-07
140,9.293627023307893e-06
141,7.989763378464068e-09
142,2.623224420314347e-06
143,6.623660254765456e-06
144,0.0009374506129727438
145,9.95901293029325e-08
146,0.00019976009751311406
147,5.9472049316243656e-06
148,0.0008047360619498923
149,0.0005500765610911486
150,0.026098132112238204
151,2.2225115156504854e-08
152,0.018520557924989224
153,1.6109573680347287e-05
154,1.928274980432161e-05
155,1.3595402923868421e-05
156,1.3655593667963741e-06
157,5.815276086315529e-07
158,5.632428645406534e-05
159,1.653841063720683e-05
160,1.4098046242441628e-06
161,0.0019867626768704165
162,2.0544682368750123e-05
163,9.656715203837565e-05
164,0.0022149540309242027
165,2.4826727003400417e-08
166,3.327825250123492e-07
167,0.004972350059338646
168,0.0005500765610911486
169,0.00039987035987648135
170,0.0001588651257211945
171,0.0007231932619563517
172,0.00016071184748290963
173,2.2304183356508343e-05
174,0.00014284421503987403
175,0.21748244239932696
176,0.0011236430693256662
177,0.006882164298671556
178,1.9047239963647845e-07
179,1.1923744260759848e-05
180,0.00020939346210280835
181,4.644443657466588e-06
182,0.0005267985094292029
