session_id,target
1,0.0002740457265814803
2,2.4605773743680977e-06
3,9.444156670046818e-07
4,5.31200735866742e-07
5,0.00019562489123902625
6,5.7412068949460655e-05
7,0.002774530864421169
8,0.0017704397539353494
9,0.0001103078285579464
10,0.002667892953755718
11,0.00012311555044996854
12,1.405020022193192e-05
13,6.641473214372315e-05
14,0.019051048964215878
15,0.0008853476961267054
16,0.00030691206933573833
17,0.020761644907147537
18,1.2393786428161387e-05
19,0.0024472832755581594
20,1.752480342649477e-06
21,0.03519017097885917
22,3.154914025914721e-05
23,0.0002666204288172613
24,0.011357014432522596
25,0.07977277510068792
26,1.0080567773269406e-05
27,0.00011648009622197677
28,7.133118344534067e-07
29,0.020621367914375115
30,0.0014934989208661962
31,0.02797557471219899
32,0.0172810549289598
33,0.00010593531014445207
34,1.6102727292869568e-05
35,0.01898201356673771
36,0.0006261393546903621
37,6.901467577801633e-08
38,2.4687439238224135e-06
39,0.00041230878408501134
40,9.363843036953314e-06
41,0.001726362074179546
42,0.00635304721557203
43,9.8428068480411e-05
44,0.0001129595797146136
45,0.14040607873596347
46,0.000229927944311301
47,0.0002987964456284755
48,5.545353345438914e-05
49,0.0002542427782648334
50,6.693227799124577e-06
51,2.102338309670484e-07
52,0.00011224858646341573
53,0.02295567968799071
54,0.0007716615477349808
55,0.0003935730385539593
56,0.019307269557387145
57,1.3508972232763873e-06
58,1.491182508365745e-05
59,1.814453312448949e-05
60,2.247921110049306e-06
61,7.166531584335624e-06
62,0.00020479845733775817
63,1.213762837562438e-05
64,0.0005786305028175267
65,9.581572016800353e-06
66,5.239922485261944e-06
67,0.0001379486471245363
68,0.0016670104451466208
69,0.05689410955642644
70,3.901780512474054e-05
71,0.0015985667205229807
72,0.0005414005369089516
73,0.1703652713144905
74,7.41418076043655e-05
75,0.0002134952205207514
76,0.002317267044600079
77,0.001758629540162848
78,0.004762647387271573
79,0.00014103468836692981
80,7.4092562538921425e-06
81,1.0813597068290349e-05
82,0.0014620926022905624
83,1.0342068756654192e-06
84,0.49269866284868263
85,0.00015454522794194035
86,5.261674394440147e-06
87,0.005883160034818133
88,0.0012514810866440054
89,0.0020384789062895914
90,0.05245984728862232
91,2.9423076447767614e-05
92,4.526187891166685e-06
93,0.04600351817041248
94,0.0001472970603377595
95,0.09128139032749828
96,2.6926142332590618e-06
97,0.0013131377879343053
98,2.0440717986054163e-05
99,1.650257196478732e-05
100,0.00018808515535622265
101,4.4983794882454515e-05
102,0.1233713613762976
103,0.00016926620553376338
104,0.00024353136764764218
105,0.00017088591658635932
106,5.0311146206700745e-05
107,0.01361234681563429
108,0.00018152400368079413
109,6.023844312021461e-06
110,1.6260412149075678e-05
111,0.0006182837169368632
112,4.500997108943094e-07
113,0.0005091798479406859
114,2.3631041471920467e-06
115,3.300428512990428e-05
116,3.1562392166652234e-05
117,0.00017632111430013138
118,0.006136815594859174
119,0.0002346807484079861
120,0.00110457557902804
121,1.611965534577993e-05
122,2.606509163974e-05
123,4.844383035482182e-05
124,0.00026897089414136034
125,0.002044674837420035
126,2.449712604694213e-06
127,1.3193366603851014e-06
128,4.478931157461699e-05
129,0.0046089837200184326
130,0.00569992878862032
131,0.00019944034828025533
132,0.003219867948108334
133,0.002696008601387787
134,5.010490346714094e-05
135,2.482475024219193e-06
136,0.0011012864881637435
137,5.605921501930408e-05
138,0.004868919984697302
139,6.375424582831908e-06
140,7.627131185069699e-05
141,4.4190260188052327e-07
142,3.137090710108906e-05
143,0.00011075753838266313
144,0.003950527392356511
145,1.912347826366238e-06
146,0.0005938275052844223
147,5.883098897501139e-05
148,0.003673852051679075
149,0.0026748458805760846
150,0.03447220432166178
151,1.4063254933735862e-06
152,0.021347636355381176
153,6.674863217234905e-05
154,0.00010427619026961363
155,0.0002081687026402374
156,2.2423503857017654e-05
157,1.620108200902088e-05
158,0.0016909391501797363
159,0.00012037771669600257
160,2.1029037166641568e-05
161,0.00624502060133535
162,7.691469655801614e-05
163,0.000493492739900486
164,0.004928304366131856
165,9.522695103989604e-06
166,1.0685189774616887e-05
167,0.012197265059334371
168,0.0026748458805760846
169,0.002058382617961318
170,0.0005365662509797709
171,0.00293374943761544
172,0.0008224992596364714
173,0.0003169171701813315
174,0.0009535791144273445
175,0.20479539154263135
176,0.004378429343524093
177,0.01391374125492196
178,1.0396976223505071e-05
179,0.0001554732445287264
180,0.0015705775134195437
181,3.56243599080561e-05
182,0.0012004966999340355
183,1.8839091291367302e-05
184,0.00013469952582891373
185,0.00010568505456421398
186,0.0007485960352826876
187,3.829703176421408e-06
188,3.1289788947342043e-06
189,0.003674483008003665
190,0.00032348129507693834
191,6.895099393815296e-05
192,2.9755821655768217e-05
193,0.005783081768046743
194,0.0007359256109734182
195,5.169712079491638e-05
196,2.3986164995135905e-05
197,0.0011186157173201094
198,0.0033162204186490646
199,0.014142138170375407
200,1.5324365651367143e-05
201,0.00018900863165066174
202,0.020671690188384776
203,3.036385695470547e-06
204,0.0002103066841621894
205,0.005547693333059943
206,1.0956995114994263e-08
207,0.0008652435838920934
208,0.000992036099835657
209,2.3536841464391416e-06
210,0.010075338567904876
211,0.0013042428280107038
212,0.011160300368824996
213,1.2977852151975121e-05
214,0.02071688907198082
215,0.0009170677668686831
216,0.004750790985181751
217,0.033519121238732914
218,0.0016613334469021191
219,0.0002570891554596775
220,0.002857990314478208
221,0.003527275544319734
222,4.1046039043386694e-05
223,0.03665489918136823
224,0.0012560053158214093
225,0.015028603571931413
226,0.005846499620683103
227,0.00413877192945714
228,0.0007889872423451043
229,4.0030339572982785e-05
230,0.0018889181131494135
231,9.796771297471664e-05
232,1.9002167224033407e-05
233,1.742251604789679e-05
234,0.002669362271131533
235,0.0001692329183421663
236,0.00017857087710141195
237,0.0025779509458480833
238,0.002258164724812248
239,0.00041230878408501134
240,0.00564664264622596
241,0.00010867641792140042
242,5.366540516327971e-08
243,8.759992906599097e-08
244,3.3064374690511406e-05
245,0.0004370683274607823
246,8.836800906484168e-05
247,0.07940378094968213
248,0.0007565872571214552
249,4.5625166379254894e-05
250,0.0005787410411722731
251,0.032468110881320913
252,2.995750052189491e-05
253,3.274756552001699e-05
254,0.000506078504710322
255,0.0018599846200023412
256,2.2495571566188964e-07
257,0.000189295318811619
258,0.008456007228640572
259,0.004078391388714321
260,0.0008633578726788273
261,0.0002322022432114306
262,0.0015232829380700213
263,0.000730787177411573
264,0.0021591420676870024
265,8.671868593082288e-05
266,5.336733010078136e-06
267,1.9858964188632195e-09
268,0.00014231912489173881
269,0.0007560563687434324
270,0.0002479361688345625
271,7.067740197441216e-06
272,7.993474128318273e-05
273,1.1136786288317311e-05
274,0.002082983057296951
275,0.008143263477930313
276,3.1458605868530183e-06
277,0.0019529566646907805
278,0.013678878638341998
279,6.776855032887141e-06
280,0.0029545563124333775
281,7.967115407537804e-05
282,0.008001903837489437
283,0.0026073405147755504
284,0.00012512830319225693
285,1.1636711935025439e-05
286,5.20848085919196e-07
287,0.00257873712889472
288,3.582936444026014e-06
289,0.000807306310145207
290,1.4858523883518286e-05
291,0.0015128517176191244
292,0.0012747239334347867
293,0.006032435637346418
294,0.00040499847751555314
295,2.1400335040600266e-05
296,2.1605308287373125e-05
297,8.780743550314977e-05
298,7.741459607962196e-05
299,8.622219765981966e-07
300,3.376364061232156e-05
301,1.1987672199357517e-05
302,0.000253768647295449
303,5.371478702205169e-05
304,0.012019993479366603
305,0.058937212704286646
306,1.1363376529794248e-05
307,0.0025453711825436163
308,0.00012795108600693327
309,0.0019380940869900157
310,1.933880377219089e-05
311,0.005664645422755385
312,0.015200017953764447
313,0.0003244142900679671
314,1.7706726732931767e-05
315,0.0006215122343076163
316,4.367621144534182e-05
317,0.002690651942384857
318,2.9653693337011975e-05
319,6.359046914499037e-05
320,0.0003152381999199131
321,0.009758142556170978
322,3.153850549506597e-05
323,2.3419846766392227e-05
324,0.003353872682966958
325,0.008543558485011272
326,0.0026570625710102313
327,0.0003399591923344696
328,0.003920944324024687
329,2.1029037166641568e-05
330,3.0321568958317025e-06
331,0.009980851013213861
