id,dep_delayed_15min
0,0.04411354105545903
1,0.06426556919080544
2,0.041237280961675386
3,0.25239357796520956
4,0.28795306158505335
5,0.07175062111509979
6,0.048887912980552374
7,0.18237520041870162
8,0.14755678447094311
9,0.30333586928534545
10,0.2953123579957793
11,0.27776347365257714
12,0.08893245012314147
13,0.1443215504818183
14,0.06328940996581764
15,0.25088975506510186
16,0.08634153192870088
17,0.24737855010309626
18,0.4715677090110749
19,0.0325501480954601
20,0.14343005731312472
21,0.04181989914681997
22,0.2855448793243127
23,0.13190977627299777
24,0.24179271496871635
25,0.3107039954201502
26,0.030587372195654664
27,0.0451430525352584
28,0.2987885224353729
29,0.15119091408579105
30,0.1643264688286037
31,0.3815518884061697
32,0.023178002953303523
33,0.23813529401084965
34,0.44347826353226405
35,0.26130111201145245
36,0.165375988715264
37,0.17175949480102445
38,0.08502144150560578
39,0.20187655404986757
40,0.10847396187536883
41,0.1554851470339884
42,0.14289523239035445
43,0.3086247962373832
44,0.11301967759657164
45,0.42337378127845654
46,0.029099321892689614
47,0.18187381762540464
48,0.5914408110527872
49,0.0885893052863008
50,0.39565921674662535
51,0.05364939971952487
52,0.1290973649598794
53,0.3920476546236044
54,0.16498785501120383
55,0.09481245799194213
56,0.24332600356218392
57,0.30799660464101375
58,0.08119209408784961
59,0.22823646581051116
60,0.1980743085389311
61,0.10812574641964254
62,0.1780331968773404
63,0.24602093732173091
64,0.15188260964084827
65,0.16215929200154033
66,0.034466558206432095
67,0.1530315097193621
68,0.11603386613892014
69,0.19394277633817536
70,0.024334668973622395
71,0.23091496124032151
72,0.36166335731215105
73,0.2473264420164516
74,0.6600815214559899
75,0.23464185745011032
76,0.09090036733761124
77,0.1352528654697205
78,0.0748073839210518
79,0.139649451251736
80,0.170545653008573
81,0.23506034131437312
82,0.09638781332687911
83,0.11785617369296852
84,0.09399134751412662
85,0.0228908740605643
86,0.07213712298245288
87,0.18909234599834351
88,0.19299792694982548
89,0.17898227274396036
90,0.24419464694594423
91,0.19006273840297308
92,0.1434414724525885
93,0.15939736926408768
94,0.16011740285279788
95,0.12771940436847237
96,0.28796407651086403
97,0.11744787542574647
98,0.23257785373806486
99,0.3245577392638057
100,0.12096220246978161
101,0.1759370471719964
102,0.08294582714598137
103,0.24689496222396604
104,0.03885874008932971
105,0.09774662781784949
106,0.31618008376373863
107,0.07091002586128405
108,0.15305700705342
109,0.2116390959270843
110,0.17176211109684947
111,0.20635139240711833
112,0.7614507991266051
113,0.02938341966258468
114,0.04155230287966585
115,0.10846775654228144
116,0.09825007977619464
117,0.49009702934075694
118,0.05643790909342134
119,0.14206877441255902
120,0.24891829471331803
121,0.2578801739437078
122,0.1863619256945377
123,0.17933042351621803
124,0.21525585463511399
125,0.04749591510068847
126,0.0628103285928283
127,0.039380123070962426
128,0.07332602758385834
129,0.2546167653875722
130,0.27289611290684324
131,0.1508661014190918
132,0.027863412357616135
133,0.1624171474773317
134,0.04176386684737419
135,0.17224275519705814
136,0.1946591802988866
137,0.13379058045555928
138,0.026962943451254006
139,0.07391360955529244
140,0.24212127844939477
141,0.1980253930707608
142,0.20772546721341167
143,0.20797698533795367
144,0.1052171487324186
145,0.1534444653303385
146,0.25575249727998295
147,0.21618590976653815
148,0.078660659716458
149,0.34675747981986155
150,0.4088703286989711
151,0.15308394372853254
152,0.11840337510182794
153,0.13933514106306527
154,0.14083816046522915
155,0.13852266290189977
156,0.22777792644954023
157,0.19910011899938845
158,0.34606937354215334
159,0.02921128212567783
160,0.06460739864692658
161,0.39875472511366905
162,0.5488328904981825
163,0.12503901589888453
164,0.15412547195225454
165,0.11604196198667342
166,0.184592615472
167,0.0724749935551122
168,0.12617563659424474
169,0.23910328791254362
170,0.16534931512723156
171,0.13618184158923116
172,0.11868293859412421
173,0.2270479967189046
174,0.27610076122384697
175,0.19115472618054002
176,0.14761684612611808
177,0.012279582449495091
178,0.21563294061121557
179,0.15206063081187954
180,0.0404124307621067
181,0.10832651565789816
182,0.21205374649837475
183,0.5128033777219559
184,0.24931111445235993
185,0.28217198802046706
186,0.23153523911633556
187,0.3241360378907264
188,0.2544623614952405
189,0.2974117073072235
190,0.37662373360011575
191,0.29224315334906087
192,0.1729948125448664
193,0.14642792775245916
194,0.2024509403760424
195,0.10454028300228838
196,0.099585332844337
197,0.12670710649773526
198,0.2632851568014086
199,0.2567442486567175
200,0.2240868559261904
201,0.30819713140966776
202,0.18583999961070832
203,0.02108748130726793
204,0.04755381308688323
205,0.2842484899112624
206,0.5113804106022101
207,0.03379595484098355
208,0.16482289612101575
209,0.135917181209229
210,0.03891796022261808
211,0.06453148270654534
212,0.22857538460525215
213,0.2519163944264212
214,0.15486298932754153
215,0.12724816326083357
216,0.031655519770197246
217,0.15717531445414454
218,0.1748092734249757
219,0.16998847509915113
220,0.17852928165009238
221,0.3719430623384236
222,0.13541179737844894
223,0.11645642346410277
224,0.2984657180375899
225,0.09684417289544159
226,0.2554869997291902
227,0.34678488582409306
228,0.25866549521319315
229,0.42125426179116093
230,0.0360188414823156
231,0.14767999205963656
232,0.12359711041202796
233,0.38464324571353115
234,0.15264884755111996
235,0.10419527327421471
236,0.01347008360469679
237,0.16923944659440804
238,0.13309471957313893
239,0.10405013611347358
240,0.13816093687422354
241,0.2872299597149524
242,0.15107255367794742
243,0.06813717817861879
244,0.15334629192511443
245,0.1920953370062026
246,0.36714785019568197
247,0.35520176068738724
248,0.6373526915712562
249,0.317060075781199
250,0.22338027866566354
251,0.049773590311769596
252,0.08366696064477637
253,0.09888451036292373
254,0.36694453817547384
255,0.13008595386557534
256,0.12954668474889314
257,0.029690141943424203
258,0.17341888559661953
259,0.038017823241234205
